imagepath,filename,disease_name,category,split,label
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (12).jpg,aug_Stroke 1 (12).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (120).jpg,aug_Stroke 1 (120).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (121).jpg,aug_Stroke 1 (121).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (122).jpg,aug_Stroke 1 (122).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (123).jpg,aug_Stroke 1 (123).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (124).jpg,aug_Stroke 1 (124).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (125).jpg,aug_Stroke 1 (125).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (126).jpg,aug_Stroke 1 (126).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (127).jpg,aug_Stroke 1 (127).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (128).jpg,aug_Stroke 1 (128).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (129).jpg,aug_Stroke 1 (129).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (13).jpg,aug_Stroke 1 (13).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (130).jpg,aug_Stroke 1 (130).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (131).jpg,aug_Stroke 1 (131).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (132).jpg,aug_Stroke 1 (132).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (133).jpg,aug_Stroke 1 (133).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (134).jpg,aug_Stroke 1 (134).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (135).jpg,aug_Stroke 1 (135).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (136).jpg,aug_Stroke 1 (136).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (137).jpg,aug_Stroke 1 (137).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (138).jpg,aug_Stroke 1 (138).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (139).jpg,aug_Stroke 1 (139).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (14).jpg,aug_Stroke 1 (14).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (140).jpg,aug_Stroke 1 (140).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (141).jpg,aug_Stroke 1 (141).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (142).jpg,aug_Stroke 1 (142).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (143).jpg,aug_Stroke 1 (143).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (144).jpg,aug_Stroke 1 (144).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (145).jpg,aug_Stroke 1 (145).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (146).jpg,aug_Stroke 1 (146).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (147).jpg,aug_Stroke 1 (147).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (148).jpg,aug_Stroke 1 (148).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (149).jpg,aug_Stroke 1 (149).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (15).jpg,aug_Stroke 1 (15).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (150).jpg,aug_Stroke 1 (150).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (151).jpg,aug_Stroke 1 (151).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (152).jpg,aug_Stroke 1 (152).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (153).jpg,aug_Stroke 1 (153).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (154).jpg,aug_Stroke 1 (154).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (155).jpg,aug_Stroke 1 (155).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (156).jpg,aug_Stroke 1 (156).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (157).jpg,aug_Stroke 1 (157).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (158).jpg,aug_Stroke 1 (158).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (159).jpg,aug_Stroke 1 (159).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (16).jpg,aug_Stroke 1 (16).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (160).jpg,aug_Stroke 1 (160).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (161).jpg,aug_Stroke 1 (161).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (162).jpg,aug_Stroke 1 (162).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (163).jpg,aug_Stroke 1 (163).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (164).jpg,aug_Stroke 1 (164).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (165).jpg,aug_Stroke 1 (165).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (166).jpg,aug_Stroke 1 (166).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (167).jpg,aug_Stroke 1 (167).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (168).jpg,aug_Stroke 1 (168).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (169).jpg,aug_Stroke 1 (169).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (17).jpg,aug_Stroke 1 (17).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (170).jpg,aug_Stroke 1 (170).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (171).jpg,aug_Stroke 1 (171).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (172).jpg,aug_Stroke 1 (172).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (173).jpg,aug_Stroke 1 (173).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (174).jpg,aug_Stroke 1 (174).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (175).jpg,aug_Stroke 1 (175).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (176).jpg,aug_Stroke 1 (176).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (177).jpg,aug_Stroke 1 (177).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (178).jpg,aug_Stroke 1 (178).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (179).jpg,aug_Stroke 1 (179).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (18).jpg,aug_Stroke 1 (18).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (180).jpg,aug_Stroke 1 (180).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (181).jpg,aug_Stroke 1 (181).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (182).jpg,aug_Stroke 1 (182).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (183).jpg,aug_Stroke 1 (183).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (184).jpg,aug_Stroke 1 (184).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (185).jpg,aug_Stroke 1 (185).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (186).jpg,aug_Stroke 1 (186).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (187).jpg,aug_Stroke 1 (187).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (188).jpg,aug_Stroke 1 (188).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (189).jpg,aug_Stroke 1 (189).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (19).jpg,aug_Stroke 1 (19).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (190).jpg,aug_Stroke 1 (190).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (191).jpg,aug_Stroke 1 (191).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (192).jpg,aug_Stroke 1 (192).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (193).jpg,aug_Stroke 1 (193).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (194).jpg,aug_Stroke 1 (194).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (195).jpg,aug_Stroke 1 (195).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (196).jpg,aug_Stroke 1 (196).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (197).jpg,aug_Stroke 1 (197).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (198).jpg,aug_Stroke 1 (198).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (199).jpg,aug_Stroke 1 (199).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (2).jpg,aug_Stroke 1 (2).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (20).jpg,aug_Stroke 1 (20).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (200).jpg,aug_Stroke 1 (200).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (201).jpg,aug_Stroke 1 (201).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (202).jpg,aug_Stroke 1 (202).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (203).jpg,aug_Stroke 1 (203).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (204).jpg,aug_Stroke 1 (204).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (205).jpg,aug_Stroke 1 (205).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (206).jpg,aug_Stroke 1 (206).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (207).jpg,aug_Stroke 1 (207).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (208).jpg,aug_Stroke 1 (208).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (209).jpg,aug_Stroke 1 (209).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (21).jpg,aug_Stroke 1 (21).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (210).jpg,aug_Stroke 1 (210).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (211).jpg,aug_Stroke 1 (211).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (212).jpg,aug_Stroke 1 (212).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (213).jpg,aug_Stroke 1 (213).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (214).jpg,aug_Stroke 1 (214).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (215).jpg,aug_Stroke 1 (215).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (216).jpg,aug_Stroke 1 (216).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (217).jpg,aug_Stroke 1 (217).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (218).jpg,aug_Stroke 1 (218).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (219).jpg,aug_Stroke 1 (219).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (22).jpg,aug_Stroke 1 (22).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (220).jpg,aug_Stroke 1 (220).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (221).jpg,aug_Stroke 1 (221).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (222).jpg,aug_Stroke 1 (222).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (223).jpg,aug_Stroke 1 (223).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (224).jpg,aug_Stroke 1 (224).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (225).jpg,aug_Stroke 1 (225).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (226).jpg,aug_Stroke 1 (226).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (227).jpg,aug_Stroke 1 (227).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (228).jpg,aug_Stroke 1 (228).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (229).jpg,aug_Stroke 1 (229).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (23).jpg,aug_Stroke 1 (23).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (230).jpg,aug_Stroke 1 (230).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (231).jpg,aug_Stroke 1 (231).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (232).jpg,aug_Stroke 1 (232).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (233).jpg,aug_Stroke 1 (233).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (234).jpg,aug_Stroke 1 (234).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (235).jpg,aug_Stroke 1 (235).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (236).jpg,aug_Stroke 1 (236).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (237).jpg,aug_Stroke 1 (237).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (238).jpg,aug_Stroke 1 (238).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (239).jpg,aug_Stroke 1 (239).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (24).jpg,aug_Stroke 1 (24).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (240).jpg,aug_Stroke 1 (240).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (241).jpg,aug_Stroke 1 (241).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (242).jpg,aug_Stroke 1 (242).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (243).jpg,aug_Stroke 1 (243).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (244).jpg,aug_Stroke 1 (244).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (245).jpg,aug_Stroke 1 (245).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (246).jpg,aug_Stroke 1 (246).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (247).jpg,aug_Stroke 1 (247).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (248).jpg,aug_Stroke 1 (248).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (249).jpg,aug_Stroke 1 (249).jpg,skin disease,Stroke,train,1
C:\Users\habib\Downloads\Brain Model\AlzVsStr\train\Stroke\aug_Stroke 1 (25).jpg,aug_Stroke 1 (25).jpg,skin disease,Stroke,train,1
