imagepath,filename,disease_name,category,split,label
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1019).jpg,Tinea Ringworm (1019).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (102).jpg,Tinea Ringworm (102).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1020).jpg,Tinea Ringworm (1020).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1021).jpg,Tinea Ringworm (1021).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1022).jpg,Tinea Ringworm (1022).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1023).jpg,Tinea Ringworm (1023).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1024).jpg,Tinea Ringworm (1024).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1025).jpg,Tinea Ringworm (1025).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1026).jpg,Tinea Ringworm (1026).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1027).jpg,Tinea Ringworm (1027).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1028).jpg,Tinea Ringworm (1028).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1029).jpg,Tinea Ringworm (1029).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (103).jpg,Tinea Ringworm (103).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1030).jpg,Tinea Ringworm (1030).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1031).jpg,Tinea Ringworm (1031).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1032).jpg,Tinea Ringworm (1032).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1033).jpg,Tinea Ringworm (1033).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1034).jpg,Tinea Ringworm (1034).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1035).jpg,Tinea Ringworm (1035).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1036).jpg,Tinea Ringworm (1036).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1037).jpg,Tinea Ringworm (1037).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1038).jpg,Tinea Ringworm (1038).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1039).jpg,Tinea Ringworm (1039).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (104).jpg,Tinea Ringworm (104).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1040).jpg,Tinea Ringworm (1040).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1041).jpg,Tinea Ringworm (1041).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1042).jpg,Tinea Ringworm (1042).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1043).jpg,Tinea Ringworm (1043).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1044).jpg,Tinea Ringworm (1044).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1045).jpg,Tinea Ringworm (1045).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1046).jpg,Tinea Ringworm (1046).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1047).jpg,Tinea Ringworm (1047).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1048).jpg,Tinea Ringworm (1048).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1049).jpg,Tinea Ringworm (1049).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (105).jpg,Tinea Ringworm (105).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1050).jpg,Tinea Ringworm (1050).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1051).jpg,Tinea Ringworm (1051).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1052).jpg,Tinea Ringworm (1052).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1053).jpg,Tinea Ringworm (1053).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1054).jpg,Tinea Ringworm (1054).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1055).jpg,Tinea Ringworm (1055).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1056).jpg,Tinea Ringworm (1056).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1057).jpg,Tinea Ringworm (1057).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1058).jpg,Tinea Ringworm (1058).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1059).jpg,Tinea Ringworm (1059).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (106).jpg,Tinea Ringworm (106).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1060).jpg,Tinea Ringworm (1060).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1061).jpg,Tinea Ringworm (1061).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1062).jpg,Tinea Ringworm (1062).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1063).jpg,Tinea Ringworm (1063).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1064).jpg,Tinea Ringworm (1064).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1065).jpg,Tinea Ringworm (1065).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1066).jpg,Tinea Ringworm (1066).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1067).jpg,Tinea Ringworm (1067).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1068).jpg,Tinea Ringworm (1068).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1069).jpg,Tinea Ringworm (1069).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (107).jpg,Tinea Ringworm (107).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1070).jpg,Tinea Ringworm (1070).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1071).jpg,Tinea Ringworm (1071).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1072).jpg,Tinea Ringworm (1072).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1073).jpg,Tinea Ringworm (1073).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1074).jpg,Tinea Ringworm (1074).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1075).jpg,Tinea Ringworm (1075).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1076).jpg,Tinea Ringworm (1076).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1077).jpg,Tinea Ringworm (1077).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1078).jpg,Tinea Ringworm (1078).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1079).jpg,Tinea Ringworm (1079).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (108).jpg,Tinea Ringworm (108).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1080).jpg,Tinea Ringworm (1080).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1081).jpg,Tinea Ringworm (1081).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1082).jpg,Tinea Ringworm (1082).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1083).jpg,Tinea Ringworm (1083).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1084).jpg,Tinea Ringworm (1084).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1085).jpg,Tinea Ringworm (1085).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1086).jpg,Tinea Ringworm (1086).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1087).jpg,Tinea Ringworm (1087).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1088).jpg,Tinea Ringworm (1088).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1089).jpg,Tinea Ringworm (1089).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (109).jpg,Tinea Ringworm (109).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1090).jpg,Tinea Ringworm (1090).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1091).jpg,Tinea Ringworm (1091).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1092).jpg,Tinea Ringworm (1092).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1093).jpg,Tinea Ringworm (1093).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1094).jpg,Tinea Ringworm (1094).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1095).jpg,Tinea Ringworm (1095).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1096).jpg,Tinea Ringworm (1096).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1097).jpg,Tinea Ringworm (1097).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1098).jpg,Tinea Ringworm (1098).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1099).jpg,Tinea Ringworm (1099).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (11).jpg,Tinea Ringworm (11).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (110).jpg,Tinea Ringworm (110).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1100).jpg,Tinea Ringworm (1100).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1101).jpg,Tinea Ringworm (1101).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1102).jpg,Tinea Ringworm (1102).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1103).jpg,Tinea Ringworm (1103).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1104).jpg,Tinea Ringworm (1104).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1105).jpg,Tinea Ringworm (1105).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1106).jpg,Tinea Ringworm (1106).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1107).jpg,Tinea Ringworm (1107).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1108).jpg,Tinea Ringworm (1108).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1109).jpg,Tinea Ringworm (1109).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (111).jpg,Tinea Ringworm (111).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1110).jpg,Tinea Ringworm (1110).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1111).jpg,Tinea Ringworm (1111).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1112).jpg,Tinea Ringworm (1112).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1113).jpg,Tinea Ringworm (1113).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1114).jpg,Tinea Ringworm (1114).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1115).jpg,Tinea Ringworm (1115).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1116).jpg,Tinea Ringworm (1116).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1117).jpg,Tinea Ringworm (1117).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1118).jpg,Tinea Ringworm (1118).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1119).jpg,Tinea Ringworm (1119).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (112).jpg,Tinea Ringworm (112).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1120).jpg,Tinea Ringworm (1120).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1121).jpg,Tinea Ringworm (1121).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1122).jpg,Tinea Ringworm (1122).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1123).jpg,Tinea Ringworm (1123).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1124).jpg,Tinea Ringworm (1124).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1125).jpg,Tinea Ringworm (1125).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1126).jpg,Tinea Ringworm (1126).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1127).jpg,Tinea Ringworm (1127).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1128).jpg,Tinea Ringworm (1128).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1129).jpg,Tinea Ringworm (1129).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (113).jpg,Tinea Ringworm (113).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1130).jpg,Tinea Ringworm (1130).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1131).jpg,Tinea Ringworm (1131).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1132).jpg,Tinea Ringworm (1132).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1133).jpg,Tinea Ringworm (1133).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1134).jpg,Tinea Ringworm (1134).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1135).jpg,Tinea Ringworm (1135).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1136).jpg,Tinea Ringworm (1136).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1137).jpg,Tinea Ringworm (1137).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1138).jpg,Tinea Ringworm (1138).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1139).jpg,Tinea Ringworm (1139).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (114).jpg,Tinea Ringworm (114).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1140).jpg,Tinea Ringworm (1140).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1141).jpg,Tinea Ringworm (1141).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1142).jpg,Tinea Ringworm (1142).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1143).jpg,Tinea Ringworm (1143).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1144).jpg,Tinea Ringworm (1144).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1145).jpg,Tinea Ringworm (1145).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1146).jpg,Tinea Ringworm (1146).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1147).jpg,Tinea Ringworm (1147).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1148).jpg,Tinea Ringworm (1148).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1149).jpg,Tinea Ringworm (1149).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (115).jpg,Tinea Ringworm (115).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1150).jpg,Tinea Ringworm (1150).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1151).jpg,Tinea Ringworm (1151).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1152).jpg,Tinea Ringworm (1152).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1153).jpg,Tinea Ringworm (1153).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1154).jpg,Tinea Ringworm (1154).jpg,skin disease,Tinea,train,1
C:\Users\habib\Downloads\dataset\Skin Disease\train\Tinea\Tinea Ringworm (1155).jpg,Tinea Ringworm (1155).jpg,skin disease,Tinea,train,1
